This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
Monideepa Nursing Home,"Sankarara Tamluk,",West Bengal,Medinipur,721636,7602410489/9800187752,MONIDEEPAMEDICLAIM@GMAIL.COM
"Monika Maternity And General Hospital,Jaipur","20, Sindhi Colony, Kalwar Road, Jhotwara",Rajasthan,Jaipur,302012,9414292582,MONIKAHOSPITAL@GMAIL.COM
Monilek Hospital And Research Center, Sector 4 Jawahar Nagar,Rajasthan,Jaipur,302004,9001994820,MONILEK.JPR@GMAIL.COM
Monoranjan Seva Sadan,"KOLA, MOGRA STATION ROAD, MOGRA",West Bengal,Hooghly,712148,26844235,TPA.MSSMAGRA@GMAIL.COM
Mookambika Modi Eye Hospital,"3rd Main, Shankar Puram, B.H.Road",Karnataka,Tumkur,572101,0816 - 2254400,drrajendramoogi@yahoo.co.in
Moolanis Eye Care Centre,"103, Pundol Apartments, 160 M.G.Road, Pune",Maharashtra,Pune,411001,020 - 26353313,samitamoolani@gmail.com
Moolchand Hospital,"OPP CIVIL HOSPITAL, NEW SOHNA ROAD, PALWAL",Haryana,Palwal,121102,8222855584,MOOLCHANDHOSPITAL556@GMAIL.COM
Moon Maternity,"AKSHAY PLAZA, AKSHAY COLONY, 4TH PHASE, VIDYA NAGAR,NEAR CHETANA COLLEGE",Karnataka,Hubballi,580021,7899842819,INSURANCE.HUBLI@MOONMATERNITY.IN
Moraya Hospital,"Power House Chowk, Chinchwadgaon, Pune - 411033",Maharashtra,Pune,411033,9881366076,AMFMORAYA@GMAIL.COM
Moraya Hospital.,"Gauri Appartments,Dapodi Pimple Gurav Road,Dapodi",Maharashtra,Pune,411012,27144162,MORYAHOSPITALDAPODI16@GMAIL.COM
More Eye Center ,"Yogesh Society , Ram maruti Road, Near ICICI Bank , Thane  (W) 400602",Maharashtra,Mumbai,400602,022 - 25394370,MOREEYECENTRE@GMAIL.COM
More Hospital,"Devendra Nagar, Sec.-2, Near Timber Bhawan,",Chattisgarh,Raipur,492001,4053874,CORPORATE.MOREHOSPITAL@GMAIL.COM
More Hospital & I.C.U,"More Hospital & I.C.U, A-101,Shree sai shradha society,plot no-12,sector-17,khanda colony signal,new panvel (w) navi mumbai, Navi Mumbai, Maharashtra-410206",Maharashtra,Navi mumbai,410206,9222699699,TPA.MOREHOSPITAL@GMAIL.COM
More Hospital Fracture & Accident Centre,"Flat No.102, Vimal Paradise Bldg, ",Maharashtra,Mumbai,401209, 9881114506,TPADRMOREHOSPITAL@GMAIL.COM
Morning Star Medical Centre,Nazareth Hill Adimali Idukki Dt-685561,Kerala,Idukki,685561,04864 222114/240,MSMEDICALCENTRE@GMAIL.COM
Morya Hospital And Research Centre Satara,"SERVE NO.21 . PLOT NO. 10,11, SATARA-KOREGAON ROAD SATARA, INFRONT OF NATRAJ MANDIR, BOMBAY RESTAURANT CHOWK, SATARA",Maharashtra,Satara,415002,02162-244477,
Mosc Medical Mission Hospital,"Mosc Medical Mission Hospital, Kolenchery-682311, Ernakulam, Kerala",Kerala,Kolenchery,682311,9895158647,INSURE@MOSCMM.ORG
Motewar Hospital,"Somesh Colony, Behind Kala Mandir",Maharashtra,Nanded,431601,02462- 234724,MOTEWARHOSPITAL.NANDED@GMAIL.COM
Mother And Child Care Centre,"Near Kalyangiri Mandir, Hardoi Rd, Thakurganj, Hardoi Road",Uttar Pradesh,Thakurganj,226003,522-2404300/2404522,mcclko1@gmail.com
Mother And Child Hospital,"12-4-71/18, PUDIMADAKA ROAD",Andhra Pradesh,Anakapalli,531001,221181,MOTHERANDCHILDHOSPITALTPA@GMAIL.COM
Mother And Child Hospital,D No 2-4-10,Andhra Pradesh,Kakinada,533003,2361911,MCHKAKINADA@GMAIL.COM
Mother And Child Hospital And Family Hospital,"Dornakal Raod, Suryaraopet",Andhra Pradesh,Vijayawada,500002,0866 - 2434882,familyhospital@gmail.com
Mother Care,"Ge-1, City Centre ; Sector-4 , Bokaro Steel City ;",Jharkhand,Bokaro Steel City,827001,06542 - 233391,mothercare.bksc@gmail.com
Mother Care And Health Centre Pvt Ltd,Vattambalam Kumaramputhur,Kerala,Palakkad,678583,8943350113,ADMIN@MOTHERCARE.ORG.IN
Mother Care Hospital,Near Narmada Commercial Complex Panchbhatti Bharuch,Gujarat,Bharuch,392001,260064,mothercare_bharuch@yahoo.com
Mother Care Maternity Home,"1St Floor, Attmaram Kene Residency, Megha Developers, Silver Commercial Complex, Chicken Ghar, Near Holy Cross School,",Maharashtra,Mumbai,421301,9619283702,TPAMOTHERCARE@GMAIL.COM
Mother Hospital,"6-2-145, T.Nagar",Andhra Pradesh,Tirupati,517507,0877 - 2286112 / 2287112,motherhospitaltpt@gmail.com
Mother Nursing Home,"52, Sukanta Nagar, 3 rd Lane,Michael Nagar, Madhyamgram,Airport",West Bengal,Madhyamgram,700133,8585058587/6292241322,MOTHERNH@GMAIL.COM
Mother S Hospital,BELAGAL CROSS ROAD BALUR,Karnataka,Bellary,583102,6364253454,MOTHERSHOSPITAL2018@GMAIL.COM
Mother Theresa Multi Speciality Hospital ,Door No: 05-1-16&17,Andhra Pradesh,Guntur,522601,227070,MOTHERTERESAMULTISP.HOSPITAL@GMAIL.COM
Motherhood,"No 324, Cmh Road, Indiranagar 1st Stage",Karnataka,Bengaluru,560038,9972582737,INFO@MOTHERHOODINDIA.COM
Motherhood,"No 514/1-2-3, Kaikondara Village Opp. Total Mall, Sarjapur Road",Karnataka,Bengaluru,560104,8042666000,INFO_SAR@MOTHERHOODINDIA.COM
Motherhood,"No. 2266/17/18, G Block, Sahakara Nagar, Bangalore",Karnataka,Bengaluru,560092,9900084961,INFO_HEBBAL@MOTHERHOODINDIA.COM
Motherhood - Banagirinagar,"4/19, 13TH MAIN ROAD, BANASHANKARI 3RD STAGE",Karnataka,Bengaluru,560085,8310106459,IPBILLING.BSK@MOTHERHOODINDIA.COM
Motherhood Hospital,"Fountain square,plot no-5,sector-7,kharghar sector-7,navi Mumbai-410210",,,410210,9867332796,TPA.MUMBAI@MOTHERHOODINDIA.COM
Motherhood Hospital,"N0 5, 914, 1ST BLOCK KALYAN NAGAR",Karnataka,Bengaluru,560043,8884743039,MAIL.HRBR@MOTHERHOODINDIA.COM
Motherhood Hospital,"34,35,38,39 Scheme No 54, ",Madhya Pradesh,Indore,452010,4800801,TPA.INDORE@MOTHERHOODINDIA.COM
Motherhood Hospital,"B --206 A, SECTOR 48 , NOIDA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Uttar Pradesh,Noida,201301,9971021388,TPA.NDA@MOTHERHOODINDIA.COM
Motherhood Hospital(Cashless Facility For Pvt Insurance Companies Only),"MUNDHWA-KHARADI BUYPASS ROAD,BESIDE KOTHARI HYUNDAI SHOWROOM,KHARADI,PUNE-411014",Maharashtra,Pune,411014,7755910444,INFO.PUNE@MOTHERHOODINDIA.COM
Motherhood.,"No 542, T.T.K Road, Alwarpet",Tamil Nadu,Chennai,600018,4449154444,INFO_TTK@MOTHERHOODINDIA.COM
Moulana Hospital,"P.B. No. 31, Ootty Road, Perinthalmanna, Mallapuram Dist",Kerala,Perinthalmanna,679322,9447793732,INSURANCE@MOULANAHOSPITAL.COM
Mount Hospital,"H.NO - 1/637, Arvind Vihar",Madhya Pradesh,Bhopal,462043,4350191/2488888,MOUNTHOSPITAL2018@GMAIL.COM
Mount Multi Speciality Hosptials Pvt Ltd,"NO 63, MALN ROAD, KESARRI NAGAR, ADAMBAKKAM",Tamil Nadu,Chennai,600088,9444943606,care@mounthospitals.com
Mp Birlahospital And Priyavanda Birla Cancer Institute,"Unit M.P. Birla Institute Of Fundamental Research Kolkata India, J.R.Birla Road",Madhya Pradesh,Satna,485005,7672257411-257412,TPA@MPBIRLAHOSPITALS.COM
Mpct Hospital,"Plot no.7,Sector-4,Sanpada,Navi Mumbai, Maharashtra - 400705.",Maharashtra,Navi mumbai,400705,9920330466,CASHLESS@MPCTHOSPITAL.IN
Mrintunjay Hospital,"KHAO MANDIR GALGHAR, GORAKHPUR",Uttar Pradesh,Gorakhpur,273001,9721458371,MRITUNJAYTPA@GMAIL.COM
Mrs Hospital,"3, Mhss Backside, Opp Atsc Theater",Tamil Nadu,Pollachi,642001,9443748025,MRSHOSPITALPOLLACHI@GMAIL.COM
Mrudula Hospital,"# 1/102, GEORGE REDDY STREET, YERRAMUKKAPALLI",Andhra Pradesh,Kadapa,516004,8562242244,MRUDULAHOSPITAL@GMAIL.COM
Mruthyunjaya Memorial Eye Hospital,"#424, 4th Main, 8th Cross, Opp.Byadagi Shettar School Road, P.J.Extension, Davangere-577002, P.J.Extension",Karnataka,Davangere,577002,08192 - 270226,SANSHIVAS@YAHOO.COM
Ms Ramaiah Harsha Hospital,"No. 193/4, Nh - 4, Sondekoppa Circle, Nelamangala By-Pass, Bangalore - 562123",Karnataka,Bangalore Rural,562123,9886809595,MSRAMAIAHHARSHA@GMAIL.COM
Mtb Orthopaedic And Trauma Hospital,"#2&3, OPP. PHOENIX MALL",Karnataka,Bengaluru,560048,41116767,MTBORTHOHOSPITAL@YAHOO.COM
Mukat Hospital And Heart Institute,S C O 47-49 Sector 34-A Chandigargh,Haryana,Chandigarh,160022,172-434444,insurancemukat@gmail.com
Mukti Mission Seva Hospital,"Sa-6/124 , Behind Surabhi Hotel , Pahariya",Uttar Pradesh,Varanasi,221007,2590070,MUKTIMISSION1@GMAIL.COM
Mukund Maternity And Surgical Nursing Home,Ak Road Andheri(E) Mumbai-59,Maharashtra,Mumbai,400059,022 - 28325433 / 28328456,bipinpandit@gmail.com
Mukunda Hospital,Payyanur - 670307  Kannur Dist,Kerala,Payyannur,670307,0498 - 5205119,mukunthglobalhospitals@gmail.com
Mulik Netra Chikitsalay,"Behind State Bank Of India, Jilha Peth",Maharashtra,Jalgaon,425001,2226161,MULIKEYECARE@GMAIL.COM
Muljibhai Patel Urological Hospital,"DR. VIRENDRA DESAI ROAD, NADIAD",Gujarat,Nadiad,387001,9428661214,RIDDHISOLANKI88@GMAIL.COM
Mulshi Speciality Hospital ,S.NO143 LAVALE PHATA A/P PIRANGUT TAL MULSHI,Maharashtra,Pune,412115,9021825562,HOSPITALMULSHI@GMAIL.COM
Multicare Hospital,"A-9/14(S), Kalyani, Dist, Nadia",West Bengal,Nadia,741235,033 - 25828855,multicarehospital99@yahoo.com
Mumbai Eye Care Cornea And Lasikcentre,"101/102 Sai Vaibhav CHS, , Ghatkopar East, Mumbai, Maharashtra- 400077",Maharashtra,Mumbai,400077,9833422905,MUMBAIEYECARECENTRE@GMAIL.COM
Mumbai Oncocare Centre-Borivali,"1st Floor,Khodiyar Apts, Road No.6",Maharashtra,Mumbai,400066,28002616/9819378782,INSURANCE@MOCINDIA.CO.IN
Mumbra Maternity And Orthopaedics Hospital ,"Latifa Palance , Tanwar Nagar",Maharashtra,Mumbai,400612,9152516994,MEDICLAIM.MMOH@GMAIL.COM
Mundada Ent And Eyecare Center,"172, A, Shastri Nagar,Manik Hospital Road",Maharashtra,Aurangabad,431005,9325271730,
Mundakayam Medical Trust Hospital,"Mundakayam East P.O, Mundakayam",Kerala,Mundakayam,686513,9446462500,MMTHOSPITALINSURANCE@GMAIL.COM
Mundh Hospital,"Sco-18, District Shopping Centre",Punjab,Amritsar,143001,0,mundhhospital@yahoo.co.in
Mundhra Nursing Home,"Naya Bazar, Lashkar, Gwalior",Madhya Pradesh,Gwalior,474009,0751 - 2322571,anshupooja92@gmail.com
Mundra Alliance Hospital Llp,"1st Floor om Corner ,Above Bajaj Show room, OPP Sapphire Hotel,Bhuj-Mundra Highway,Nanakapaya,Mundra (Kutch)370405",Gujarat,Mundra,370405,2838296296,CORPDESK@ALLIANCEHOSPITAL.IN
Munger Emergency Hospital (A Unit Of Saara Hospital & Research Center Pvt. Ltd.,"Nh-80, Near Petrol Pump, ",Bihar,Jamalpur,811201,0,CORPORATE@MUNGERHOSPITAL.IN
Muppa Rosaiah Hospital,19-1-53,Andhra Pradesh,Prakasam,523108,223123,INSURANCE.MRHOSPITAL@GMAIL.COM
Murugan Hospital,"4-69/52/18, Main Road, Theegalaguttapally, Karimnagar, Telangana State - 505001",Telangana,Karimnagar,505001,"8978247365, 8019965773",MURUGANHOSPITALKARIMNAGAR@GMAIL.COM
Murugan Hospitals,NO-264/125,Tamil Nadu,Chennai,600010,7550053335,MURUGANHOSPITALS@GMAIL.COM
Muskan Hospital And Reseach Centre,"Ram Nagar Colonynear R.V.S. Collegechas, Bokaro",Jharkhand,Bokaro Steel City,827013,9334280571,MUSKANHOSPITAL@YAHOO.CO.IN
Muthoot Health Care Private Limited,College Road Kozhencherry,Kerala,Kozhencherry,689641,7025173300,MSS.MUTHOOTMEDICALCENTRE@GMAIL.COM
Muthu Hospital,"No. 105, Pulianthope High Road Chennai",Tamil Nadu,Chennai,600012,9600028655,HRMUTHUHOSPITAL@GMAIL.COM
Muthu Hospital,"43E5, Pandidurai 2nd Street, Kulavanigarpuram, ",Tamil Nadu,Tirunelveli,627002,2581287,MUTHU.HOSPITAL@YAHOO.COM
Muthu Meenakshi Hospitals P Ltd,"T.S.No : 5542, South 4th Street",Tamil Nadu,Pudukottai,622001,4322242424,CLAIMMMH@GMAIL.COM
Muvva Gopala Hospitals Pvt Ltd,"18-1-10, Zidduvari St, Near Bonkula Dibba, Kota Junction",Andhra Pradesh,Vizianagaram,535002,8922-229917,MUVVAGOPALAHOSPITALSPVTLTD@GMAIL.COM
Mvj Medical College And Research Hospital,"Dandupalya Kolathurpost, Hoskote, Nh-04",Karnataka,Bengaluru,562114,080 - 27932244,medsupdt.mvjmcrh@gmail.com
Mvr Cancer Centre And Research Institute,"Vellalassery, REC (via)",Kerala,Calicut,673601,4952289500,INSURANCE@MVRCCRI.COM
Mycure Hospital,"#15-2-9, Gokhale Road  Maharanipeta,Opp NBM Law College",Andhra Pradesh,Visakhapatnam,530002,3044545/3044532,TPARELATIONS.VIZAG@MYCUREHOSPITALS.COM
Mycure Hospital,"#18-1-3,KGH Down  Jagdamba Junction,Maharanipeta",Andhra Pradesh,Visakhapatnam,530002,3044000,BILLING.VIZAG@MYCUREHOSPITALS.COM
Mycure Hospitals,Sy. No. 419/B2,Andhra Pradesh,Kurnool,518003,9100024481,INSURANCE.KURNOOL@MYCUREHOSPIALS.COM
Mysaan Hospital,"No.10, Thyar Street, Mount Road, Anna Salai, Chennai",Tamil Nadu,Chennai,600002,044 - 28602101,mysaanhospital@yahoo.co.in
Mysore Hospital,"OPP. SAMRAT COLLEGE, VENKATESHWARA EXTENSION",Karnataka,Chintamani,563125,252158,MYSOREHOSPITAL2@GMAIL.COM
Mythree Super Speciality Hospital,"D.NO:6-7-34/1,NEHRU ROAD,OPP: HDFC BANK.",Andhra Pradesh,Tenali,522201,225566,MYTHREESUPERSPECIALITY.TENALI@GMAIL.COM
Mythri Hospital,"Plot No- 5-4/12 To 16, Main Road, Chandanagar",Telangana,Hyderabad,500050,9866734824,INSURANCE.MYTHRI@GMAIL.COM
Mythri Hospital,"D.No- 15-721, Munirathnam Transport Cross Road, Kamalanagar, Anantapur",Andhra Pradesh,Anantapur,515001,08554 - 274630,mythrihospitalatp@gmail.com
Mythri Hospital,"H.No# 13-6-434/C/148, Gudimalkapur, Mehidipatnam Ring Road",Telangana,Hyderabad,500008,9160378092,MYTHRIINSURANCE@GMAIL.COM
Mythri Multi Speciality Hospital,"D.NO;-59-1-135, ITUKABATTI ROAD,NEAR RTCBUS STAND GUNTUR",Andhra Pradesh,Guntur,522001,2200222,MYTHRIHOSPITALTPADESK@GMAIL.COM
N C Jindal Institute Of Medical Care & Resaerch,"Model town, hisar",Haryana,Hisar,125005,220169,TPA@NCJIMS.ORG
N G Hospital Pvt Ltd,"577, Trichy Road Near Singanallur Signal",Tamil Nadu,Coimbatore,641005,9942055562,NGHOSPITALSINSURANCE@GMAIL.COM
N M Hospital,"3/253, Kovai Road",Tamil Nadu,Coimbatore,641653,262131,NMHHOSPITAL@GMAIL.COM
N M Hospital,"91,92 RAHUMAN SAIT COLONY",Tamil Nadu,Coimbatore,641045,2317533,NMHOSPITAL@GMAIL.COM
N M Virani Wockhardt Hospital (No Cashless & Reimbursement For Nic Policies),"KALAWAD ROAD, RAJKOT 360007",Gujarat,Rajkot,360007,9662736584,TPA.RAJKOT@WOCKHARDTHOSPITALS.COM
N M Wadia Institute Of Cardiology,"32, Sassoon Road, Poona",Maharashtra,Pune,411001,9850711722,INFO@NMWCARDIOLOGY.ORG
N R Hospital,"No. 7(1/1a), Ist Main Road, Jawahar Nagar",Tamil Nadu,Chennai,600082,044 - 2670 1777 / 2670 0688,sunil_neduvakat@yahoo.com
N R P Hospitals,Sundarapuram Coimbatore,Tamil Nadu,Coimbatore,641024,0422 - 2672886 / 2673979,NRPHOSPITALS@YAHOO.CO.IN
N R T Hospital,"Madurai Road, Theni",Tamil Nadu,Theni,632004,9894447717,NRTHOSPITALSTHENI@GMAIL.COM
Naari Womens & Childrens Hospital & Endoscopy Center,"BESIDE OLD PAANCH MALIYA OPP VIJAY ARTS STREET NO 5 MANEK PARA AMRELI, Gujarat",Gujarat,Amreli,365601,221324,NAARIHOSPITAL2017@GMAIL.COM
Naba Jeeban Nursing Home," Hpl link Road, Basudebpur khanjanchak,Durgachak",West Bengal,PURBA MEDINIPUR,721602,278888,NABAJEEBAN786@GMAIL.COM
Nabajiban Hospital,"5, Shibdas Bhaduri",West Bengal,Kolkata,700004,8335038288,NHPL2010@GMAIL.COM
Nabanir Hospital & Diagnostics,"37/2, Kalabagan Lane, Opp: Dumurjala Stadium, Santragachi",West Bengal,Howrah,711104,9681511123,NABANIRHOSPITALTPA@GMAIL.COM
Nachimuthu Hospital,"5/300-2, ASHOK NAGAR,",Tamil Nadu,Karur,639002,296878,NACHIMUTHUHOSPITAL@GMAIL.COM
Nadkarnis 21st Century Hospitals Pvt Ltd,"Natraj Complex, Plot No. Cm-50, No. 8, Vapi",Gujarat,Vapi,396195,9879541339,HOSPITAL21ST@YAHOO.IN
Nagappa Hadli Hospital,"M S Palya, Bharath Nagar, Vidyaranyapura-Post",Karnataka,Bengaluru,560097,08050983368,nagappahadlihospital@gmail.com
Nagar Hospital,NH-B-1 LOHIA NAGAR,Uttar Pradesh,Ghaziabad,201001,2722961,nagarhospital.gzb@gmail.com
Nagarjuna Eye Hospital,"State Bank Of India Road, Sattenapalli(P.O)&(M.D), Andhra Pradesh-522403",Andhra Pradesh,Guntur,522403,232030,NAGARJUNAEYEHOSPITALAP@GMAIL.COM
Nagarjune Hospital,"Kanuru, Kanuru, Vijaywada",Andhra Pradesh,Vijayawada,520007,8662554701,ADMIN@NAGARJUNAHOSPITALS.COM
Nagarmal Modi Seva Sadan,NAGARMAL PATH UPPER BAZAR ,Jharkhand,Ranchi,834001,9708055566/6204801102,SEVASADANCASHLESSTPA@GMAIL.COM
Nagarsenkars Classic Hospital,"MALBHAT, MARGAO goa NEAR RAJAGIRI VICTOR HOSPITAL",Goa,Margao,403601,2711013/14/15,hospitalclassic@gmail.com
Nagesh Hospital,"Mysore Road, Ahannarayapatna",Karnataka,Channarayapatna,573116,08176 - 252008,NAGESHHOSPITAL@GMAIL.COM
Nagpal Superspeciality Hospital,"The Mall, Bhatinda",Punjab,Bathinda,151001,0164 - 2253406,NAGPALSUPER@GMAIL.COM
Nagpur Netralaya,"Mangalmurti Appaertment, Trimurty Nagar",Maharashtra,Nagpur,440022,9822714759,NAGPURNETRALAYA@GMAIL.COM
Nagpur Neuro Sciences Clinics Pvt Ltd,"32,BC, Balraj Marg Oppo. Dhantoli Garden, Dhantoli",Maharashtra,Nagpur,440012,712-2444222/2444888/2444999,corporatedesk.neuron@gmail.com
Nahar Multispeciality Hospital,"2Nd Floor, Kasturi Ashish Building, Near Venkatesh Petrol Pump, Kalyan-Shil Road",Maharashtra,Thane,421203,70452807777/7045380007/9930850007,MEDICLAIM@HOSPITALNAHAR.COM
Naidu Eye Hospital,"# 26-27-29, Naidu Hospital Complex",Telangana,Hyderabad,500050,8179960007,NAIDUHOSPITALMADINAGUDA@GMAIL.COM
Naik Hospital,"781/82, Shukrawar Peth",Maharashtra,Pune,411002,020 - 24476555,hospitalnaik@gmail.com
Naik Super Speciality Hospital,"OPP.SSG HOSPITAL, SALATWADA ROAD",Gujarat,Vadodara,390001,9825011449,DOCTORNAIK@YAHOO.COM
Naina Advanced Eye Centre,"#50, 100 feet road banaswadi bengaluru",Karnataka,Bengaluru,560043,25422829/9538767129,nainaeyecare@yahoo.in
Naina Eye Care Centre,"Beside Axis Bank,Subhash Chowk, Hajipur",Bihar,Vaishali,844101,275111,TPANAINAEYECAREHZP@GMAIL.COM
Nair Superspecilaity Eye Hospital,"Plot no 14, Road No 16, Sector 11, ",Maharashtra,Raigad,410206,8097533053,NAIREYEHOSPITAL21@GMAIL.COM
Naisarg Center (Shree Chimanbhai Patel Orthopeadic Hospital) (Cashless only for PSUs.),"15, SHREE NIKETAN SOCIETY, NEXT TO JETALPUR BRIDGE",Gujarat,Vadodara,390005,0265 - 2311113,INFO.NAISARGCENTER@GMAIL.COM
Nakoda Hospital,"Nageshwar Park, Dr. Ambedkar Cross Road, Devchand Nagar, Bhayander (W)",Maharashtra,Mumbai,401101,022 - 28193949,vj.nakoda@yahoo.com
Nakshatra Heart And Multispecialty Hospital,"37, F. A Sch no: 94 ",Madhya Pradesh,Indore,452001,4064630,NAKSHATRAHOSPITALINDORE@GMAIL.COM
Nakshatra Hospital,"Plot No.54,Yadav Nagar Colony,Alkapuri X Roads",Telangana,Hyderabad,500035,9000242560,NAKSHATRAHOSPITALS@GMAIL.COM
Nakshatra Hospital ,Behind Avon Ice Factory ,Andhra Pradesh,Adilabad,504001,295151,NAKSH
Nalam Hospital And Speciality Care Centre,"Lake Road, Sri Ram Nagar",Tamil Nadu,Theni,625531,04546 - 253777,claims@nalamhospital.in
Nalam Medical Centre And Hospital,"No.44, ",Tamil Nadu,Vellore,632009,2254461,NALAMINSURANCE2008@GMAIL.COM
Nalbari Multispeciality Hospital,"Alternative Road, Nalbari,Near Nalbari Maternity Hospital",Assam,Nalbari,781335,7086808654,BILLING.NMH@GMAIL.COM
Nalgonda Institute Of Medical Sciences,"H.NO:6-2-1441,RAMGIRI ROAD,NALGONDA 508001 TELANGANA",Telangana,Nalgonda,508001,,NIMSHOSPITAL.NALGONDA@GMAIL.COM
Nalluri Nursing Home,"Kothpatnam Raod, Ongole",Andhra Pradesh,Ongole,523001,9160355113,NALLURINURSINGHOME@GMAIL.COM
Namco Charitable Trust,"Opp. RTO Office, ",Maharashtra,Nashik,422004,2530139/2534882,CEO@NAMCOHOSPITAL.COM
Namita Hospital,"Ganga Shalimar Building, Navyug Nagar, S.V.Road, Dahisar(E)",Maharashtra,Mumbai,400068,28933428,shalilchaube@gmail.com
Namokar Eye And Oculoplasty Centre,"13 A, POCKET A , ASHOK VIHAR, DELHI, ",Delhi,New Delhi,110052,40392563 / 9810412004,NAMOKAREYECARE@GMAIL.COM
Namokar Nursing  Home,"B-1/467-470, SULTAN PURI, NEW DELHI 110086",Delhi,Delhi,110086,9278600652,NAMOKARNURSINGHOMESP@GMAIL.COM
Nanda Hospital,"Hamirpur Road, Una",Himachal Pradesh,Una,174303,01975 - 223355,nandahospitaluna98@yahoo.in
Nanda Hospital(Multi Speciality Centre),"Main Batala Road, Verka",Punjab,Amritsar,143105,183-2263026,
Nandadeep Eye Hospital,"Near Trade Center, 107, Dattawad Renaissance, ",Maharashtra,Kolhapur,416001,2668819 / 20,NANDADEEPEYEHOSPITAL.KOLHAPUR@GMAIL.COM
Nandadeep Eye Hospital.,"Madhav Nagar Road,oppo. Patidar bhavan",Maharashtra,Sangli,416416,9404705777,NANDADEEPEYEHOSPITAL.SANGLI@GMAIL.COM
Nandadeep Hospital And Research Center,"283, PLOT NO 5 B NEW RADHIKA ROAD , SATARA ",Maharashtra,Satara,415001,239237,NANDADEEP.HOSPITAL70@YAHOO.COM
Nandal Maternity And Skin Care Centre,"C 147, SECTOR -- 35, SUNCITY , ROHTAK-- 124001",Haryana,Rohtak,124001,9215660060,INFO.NADALHOSPITAL@GMAIL.COM
Nandan Hospitals,Kovelamudi Vari Street,Andhra Pradesh,Vijayawada,520002,2433535,NANDANHOSPITAL.CASHLESS@GMAIL.COM
Nandana Health Care Servicespvt Ltd,"# 320/C 321/A, 1st Stage, 2nd Phase, West Of Chord Road, Manjunathnagar",Karnataka,Bengaluru,560010,4902328616,KAADEHOSPITAL@GMAIL.COM
Nandanaas Multti Care Hospital ,"4th Line, Kannavarithota",Andhra Pradesh,Guntur,522004,"2240669, 2241569",NANDANAHOSPITALS@GMAIL.COM
Nande Hospital,"S. No. 226 / A, Satyanand Complex, Hadapsar, Gadital, Pune- 411028",Maharashtra,Pune,411028,020 - 26996246,pn6386@gmail.com
Nandhana Super Speciality Eye Care Pvt Ltd,"38/2, JLB ROAD, CHAMARAJA MOHALLA",Karnataka,Mysuru,570010,4006400,NANDHANAEYEHOSPITAL@GMAIL.COM
Nandhini Nursing Home,"NO:36, VALLUVAR NORTH STREET,JAIHINDPURAM",Tamil Nadu,Madurai,625011,2675411-2672876,NNHMDU@GMAIL.COM
Nandi Hospital,"4TH MAIN, 9TH CROSS, PT EXTENSION",Karnataka,Davangere,577002,270014,NANDIHOSPITALDVG@GMAIL.COM
Nandi Multispeciality Hospital,#984 D CROSS ROAD,Karnataka,Doddaballapur,561203,9886637374,INSURANCE.NMSP@GMAIL.COM
Nandini Hospital,"#156,HI-TENSION ROAD,SAINIKPURI",Telangana,Hyderabad,500094,9666656328,NANDINIHOSPITALSHYD@GMAIL.COM
Nandini Multi Speciality Hospital,"PLOT NO 172/173, ",Maharashtra,Nagpur,441111,2990548,TPANANDINIHOSPITAL@GMAIL.COM
Nandini Nursing Home,"# 1586, Kr Road, Malavalli, Mandya",Karnataka,Mandya,571401,08232 - 225114,HPGOPINATH@YAHOO.IN
Nandini Orthonova Hospital And Trauma Centre,"68/6, C Y Chintamani road, george town",Uttar Pradesh,Allahabad,211002,2465364,NANDINIORTHONOVA@GMAIL.COM
Nandyal Critical Care Center,25-684-14-A,Andhra Pradesh,Nandyal,518501,222233,INSURANCE.NCCC@GMAIL.COM
Nanjanagud Clinic,Nanjanagud-571301,Karnataka,Nanjanagudu,571301,08221 - 228217 / 228217,shekharana31@gmail.com
Nanjappa Multi Speciality Hospital,"#660, KUVEMPU ROAD",Karnataka,Shimoga,577201,268000,INSURANCENH@NANJAPPAHOSPITALS.COM
Nankem Hospital ,The Nilgiris,Tamil Nadu,Coonoor,643101,0423 - 2231550 / 9845223100,NANKEMNKC@YAHOO.COM
Nano Hospitals,"#79, DLF City, Near Arekere Sai Baba Temple, Narayanappanahalli, BTM 6th Stage, 2nd Block",Karnataka,Bengaluru,560076,9535182134,INFO@NANOHOSPITALS.COM
Nanthini Hospital,"168, Chandra Sekaran Avenue O.M.R, Thonaipakkam",Tamil Nadu,Chennai,600096,044 - 24580400 / 24917717,nanthinihospital@gmail.com
Narad Hospital Multispeciality & Trauma Centre,"FATEHGARH ROAD, NEAR SESSION CHOWK, HOSHIARPUR, 146001",Punjab,Hoshiarpur,146001,9417665100,NARADHOSPITAL@GMAIL.COM
Narain Hospital,"42, Manali House, Jail Road",Haryana,Ambala Cantt,134003,171-2550999/925435099,drjindalrukman@gmail.com
Narang Eye Institute,"B-8, Derawal Nagar, Near Model Town Metro Station",Delhi,New Delhi,110009,9971457755,SKNAR2004@YAHOO.CO.IN
Narayan Eye Hospital,"22-23 1st Floor, Amardeep Complex, Falshruti Nagar, Bharuch",Gujarat,Bharuch,390019,9723819460,DRCHETANPARIKH@YAHOO.COM
